listing_id,available,price,adjusted_price,minimum_nights,maximum_nights,listing_url,name,latitude,longitude,property_type,room_type,accomodates,bathrooms_text,bedrooms,beds,amenities,host_id,host_name,host_since,host_location,total_reviews
19757507,0.0,80.0,80.0,2.0,1125.0,https://www.airbnb.com/rooms/19757507,Private apartment in Antwerp for five people,51.17208,4.42992,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Pocket wifi"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets"", ""Free parking on premises"", ""TV"", ""Heating"", ""Hot water"", ""Private entrance"", ""Dishwasher"", ""Dryer"", ""Ethernet connection"", ""Coffee maker"", ""Hangers""]",28304166,Vassili,2015-02-24,"Antwerp, Flanders, Belgium",29.0
19964758,0.0,45.0,45.0,1.0,1125.0,https://www.airbnb.com/rooms/19964758,Charming bedroom with double bed in Antwerp,51.17242,4.42791,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,"[""Private entrance"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""First aid kit"", ""Free parking on premises"", ""Hangers"", ""Lock on bedroom door"", ""Wifi"", ""TV"", ""Heating"", ""Essentials""]",28304166,Vassili,2015-02-24,"Antwerp, Flanders, Belgium",14.0
19798020,1.0,65.0,65.0,2.0,10.0,https://www.airbnb.com/rooms/19798020,Appartement ensoleillé à Anvers (Wilrijk),51.17776,4.42129,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,"[""Hot water"", ""Private patio or balcony"", ""Elevator"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Bed linens"", ""Hangers"", ""Iron"", ""Wifi"", ""TV"", ""Heating"", ""Essentials""]",139823903,Bella,2017-07-11,"Antwerp, Flanders, Belgium",16.0
19861514,0.0,49.33,49.33,2.0,1125.0,https://www.airbnb.com/rooms/19861514,Trendy Antwerp,51.21862,4.40181,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,"[""Refrigerator"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""First aid kit"", ""Stove"", ""Hangers"", ""Dedicated workspace"", ""Cooking basics"", ""Dishes and silverware"", ""Essentials""]",38686040,Kris,2015-07-16,"Schelle, Flanders, Belgium",195.0
19929145,1.0,163.33,163.33,5.0,30.0,https://www.airbnb.com/rooms/19929145,Magnificent Flat In The Heart Of Antwerp,51.2189,4.40487,Entire rental unit,Entire home/apt,5,1.5 baths,2.0,5.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""TV"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Fire extinguisher"", ""Dryer"", ""Coffee maker"", ""Hangers""]",15355391,Alexander,2014-05-10,"Davos, Grisons, Switzerland",18.0
19989893,0.0,75.0,75.0,5.0,1125.0,https://www.airbnb.com/rooms/19989893,Brand new cottage in a vibrant area.,51.20164,4.41525,Entire townhouse,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Baking sheet"", ""Washer"", ""Bed linens"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private patio or balcony"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""TV with standard cable""]",27223858,Veerle,2015-02-04,"Antwerp, Flanders, Belgium",149.0
19997718,0.0,33.0,33.0,4.0,1125.0,https://www.airbnb.com/rooms/19997718,Private cozy STUDIO,51.19999,4.44063,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Single level home"", ""Mini fridge"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Mosquito net"", ""Lockbox"", ""Washer"", ""Window guards"", ""Conditioner"", ""Clothing storage"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Bed linens"", ""Body soap"", ""Pool"", ""Iron"", ""Dedicated workspace"", ""Pocket wifi"", ""Microwave"", ""Essentials"", ""Outlet covers"", ""Hot water kettle"", ""Long term stays allowed"", ""Cleaning products"", ""Bikes"", ""Dining table"", ""Room-darkening shades"", ""Portable fans"", ""Extra pillows and blankets"", ""First aid kit"", ""Wine glasses"", ""Paid parking on premises"", ""Heating"", ""Paid parking off premises"", ""Cleaning before checkout"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Dryer"", ""Coffee maker"", ""Changing table"", ""Fire pit"", ""Hangers"", ""Shower gel""]",51220436,Jose,2015-12-13,"Antwerp, Flanders, Belgium",68.0
20048639,0.0,119.0,119.0,1.0,5.0,https://www.airbnb.com/rooms/20048639,Beautiful recently renovated private DUPLEX,51.21063,4.40595,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Outdoor furniture"", ""Host greets you"", ""Stove"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Washer"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Bathtub"", ""Extra pillows and blankets"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Cable TV"", ""TV with standard cable""]",129602404,Marlies,2017-05-09,"Antwerp, Flanders, Belgium",61.0
20087301,0.0,54.0,54.0,1.0,1125.0,https://www.airbnb.com/rooms/20087301,Design room in the city centre of Antwerp,51.21958,4.40435,Private room in townhouse,Private room,3,1 shared bath,1.0,2.0,"[""Hot water"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Dryer"", ""Shampoo"", ""Washer"", ""Hair dryer"", ""Smoke alarm"", ""First aid kit"", ""Coffee maker"", ""Host greets you"", ""Hangers"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Wifi"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",142823788,Dirk,2017-07-27,BE,253.0
20168816,0.0,50.67,50.67,1.0,1125.0,https://www.airbnb.com/rooms/20168816,Elegant design room in the city centre of Antwerp,51.21948,4.40428,Private room in townhouse,Private room,2,1 shared bath,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Washer"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Dryer"", ""Coffee maker"", ""Hangers"", ""Lock on bedroom door"", ""Air conditioning""]",142823788,Dirk,2017-07-27,BE,282.0
20231202,0.0,55.0,55.0,1.0,1125.0,https://www.airbnb.com/rooms/20231202,sint-jansplein,51.22478,4.41899,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Room-darkening shades"", ""First aid kit"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Breakfast"", ""TV"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Coffee maker"", ""Shower gel""]",144150870,Ia,2017-08-03,"Antwerp, Flanders, Belgium",79.0
27052736,1.0,55.0,55.0,1.0,15.0,https://www.airbnb.com/rooms/27052736,sint-jansplein,51.22587,4.41803,Entire rental unit,Entire home/apt,2,1 bath,1.0554016620498614,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Bed linens"", ""Microwave"", ""Essentials"", ""Room-darkening shades"", ""First aid kit"", ""Extra pillows and blankets"", ""Breakfast"", ""TV"", ""Heating"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Coffee maker""]",144150870,Ia,2017-08-03,"Antwerp, Flanders, Belgium",1.0
20263685,1.0,64.0,64.0,2.0,1125.0,https://www.airbnb.com/rooms/20263685,Gezellige studio op een TOP locatie,51.22116,4.40267,Entire rental unit,Entire home/apt,2,1 bath,1.0554016620498614,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bed linens"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Ethernet connection"", ""Hangers"", ""Cable TV"", ""Air conditioning"", ""TV with standard cable""]",135610682,Leentje,2017-06-18,"Mol, Flanders, Belgium",262.0
22191315,1.0,56.33,56.33,2.0,1125.0,https://www.airbnb.com/rooms/22191315,Toffe studio in het hartje van het oude Antwerpen,51.21961,4.40445,Entire rental unit,Entire home/apt,2,1 bath,1.0554016620498614,1.0,"[""Refrigerator"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Wifi"", ""Dishes and silverware"", ""Lockbox"", ""Conditioner"", ""Bed linens"", ""Body soap"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""TV"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Ethernet connection"", ""Hangers"", ""Air conditioning"", ""Shower gel""]",135610682,Leentje,2017-06-18,"Mol, Flanders, Belgium",263.0
22760259,1.0,50.0,50.0,2.0,1125.0,https://www.airbnb.com/rooms/22760259,Knusse studio met zicht op de kathedraal,51.21963,4.40265,Entire rental unit,Entire home/apt,2,1 bath,1.0554016620498614,1.0,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Lockbox"", ""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Ethernet connection"", ""Stove"", ""Bed linens"", ""Hangers"", ""Dedicated workspace"", ""Air conditioning"", ""Cooking basics"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",135610682,Leentje,2017-06-18,"Mol, Flanders, Belgium",142.0
24486262,1.0,63.0,63.0,2.0,1125.0,https://www.airbnb.com/rooms/24486262,Perfecte locatie voor een perfect uitstapje,51.22095,4.40323,Entire rental unit,Entire home/apt,2,1 bath,1.0554016620498614,1.1710526315789473,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Lockbox"", ""Bed linens"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Ethernet connection"", ""Hangers"", ""Cable TV"", ""Air conditioning"", ""TV with standard cable""]",135610682,Leentje,2017-06-18,"Mol, Flanders, Belgium",167.0
20317514,1.0,200.0,200.0,3.0,1125.0,https://www.airbnb.com/rooms/20317514,at HOME,51.19637,4.40103,Entire residential home,Entire home/apt,6,2 baths,4.0,3.0,"[""Refrigerator"", ""Backyard"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Outdoor furniture"", ""Stove"", ""Fireplace guards"", ""Carbon monoxide alarm"", ""Oven"", ""Babysitter recommendations"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Children\u2019s books and toys"", ""Indoor fireplace"", ""Washer"", ""Window guards"", ""Pack \u2019n play/Travel crib"", ""Free street parking"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Pocket wifi"", ""Microwave"", ""Essentials"", ""Outlet covers"", ""Long term stays allowed"", ""Table corner guards"", ""Bathtub"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""First aid kit"", ""Free parking on premises"", ""Baby bath"", ""Heating"", ""Cleaning before checkout"", ""Hot water"", ""High chair"", ""Fire extinguisher"", ""Building staff"", ""Dishwasher"", ""Dryer"", ""Ethernet connection"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Cable TV"", ""Beach essentials"", ""TV with standard cable""]",132303121,Christina,2017-05-28,"Antwerp, Flanders, Belgium",6.0
50132595,1.0,300.0,300.0,3.0,1125.0,https://www.airbnb.com/rooms/50132595,EXCLUSIVE & AUTHENTIC ARCHITECT LOFT with GARDEN!!,51.20025,4.4224,Entire residential home,Entire home/apt,8,2.5 baths,4.0,6.0,"[""Backyard"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Indoor fireplace"", ""Washer"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""BBQ grill"", ""First aid kit"", ""Free parking on premises"", ""TV"", ""Heating"", ""Private entrance"", ""Fire extinguisher"", ""Dryer"", ""Patio or balcony"", ""Fire pit"", ""Hangers""]",132303121,Christina,2017-05-28,"Antwerp, Flanders, Belgium",2.0
20318096,0.0,38.0,38.0,1.0,7.0,https://www.airbnb.com/rooms/20318096,Warm welcoming place!,51.21875,4.43234,Private room in townhouse,Private room,2,1 shared bath,1.0,1.0,"[""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Coffee maker"", ""Hangers"", ""Wifi"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",15529473,Liesbeth,2014-05-14,"Antwerp, Flanders, Belgium",77.0
20406122,0.0,42.0,42.0,2.0,1125.0,https://www.airbnb.com/rooms/20406122,Cosy top floor studio with private shower+toilet,51.21871,4.43574,Private room in townhouse,Private room,3,1 private bath,1.2846153846153847,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Heating"", ""Hot water"", ""Building staff"", ""Hangers"", ""Lock on bedroom door""]",1034658,Lenny,2011-08-29,"Antwerp, Flanders, Belgium",51.0
20659049,0.0,50.0,50.0,1.0,90.0,https://www.airbnb.com/rooms/20659049,cozy modern/retro appartement,51.21926,4.44505,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,"[""Hot water"", ""Long term stays allowed"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Wifi"", ""Heating"", ""Paid parking off premises"", ""Essentials""]",20529840,Hannah,2014-08-25,"Antwerp, Flanders, Belgium",103.0
20720825,1.0,50.0,50.0,30.0,1125.0,https://www.airbnb.com/rooms/20720825,Light Green+Free Parking 12min by metro to Antwerp,51.22117,4.36775,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Stove"", ""Carbon monoxide alarm"", ""Single level home"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Lockbox"", ""Children\u2019s books and toys"", ""Washer"", ""Free street parking"", ""Luggage dropoff allowed"", ""Bed linens"", ""Lake access"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""Room-darkening shades"", ""First aid kit"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Heating"", ""EV charger"", ""Cleaning before checkout"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Dryer"", ""Coffee maker"", ""Patio or balcony"", ""Gym"", ""Hangers"", ""Shower gel""]",2510466,Stijn,2012-05-31,"Antwerp, Flanders, Belgium",43.0
20781256,0.0,480.0,480.0,3.0,1125.0,https://www.airbnb.com/rooms/20781256,GRAND HISTORICAL TOWNHOUSE in trendy fashion area,51.21248,4.40477,Entire townhouse,Entire home/apt,8,2.5 baths,4.0,4.0,"[""Refrigerator"", ""Kitchen"", ""Rice maker"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Outdoor furniture"", ""Host greets you"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Oven"", ""Private fenced garden or backyard"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Nespresso machine"", ""Electric stove"", ""Toaster"", ""Dedicated workspace: desk and office chair"", ""Luggage dropoff allowed"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Free washer \u2013 In unit"", ""Microwave"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""Bathtub"", ""Sonos Bluetooth sound system"", ""Extra pillows and blankets"", ""Portable fans"", ""First aid kit"", ""Wine glasses"", ""Drying rack for clothing"", ""Paid parking off premises"", ""Hot water"", ""Private patio or balcony"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Ethernet connection"", ""Coffee maker"", ""TV with Netflix, standard cable"", ""Hangers"", ""Cable TV"", ""Shower gel""]",116955185,Elly,2017-02-18,"Antwerp, Flanders, Belgium",9.0
53430106,1.0,280.0,280.0,3.0,365.0,https://www.airbnb.com/rooms/53430106,Top location 2 bedroom stylish townhouse,51.21281,4.40547,Entire townhouse,Entire home/apt,4,2.5 baths,2.0,2.0,"[""Refrigerator"", ""Kitchen"", ""Rice maker"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Outdoor furniture"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Oven"", ""Private fenced garden or backyard"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Nespresso machine"", ""Toaster"", ""Washer"", ""Luggage dropoff allowed"", ""Bed linens"", ""Sound system"", ""Body soap"", ""Freezer"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""Bathtub"", ""Portable fans"", ""Extra pillows and blankets"", ""First aid kit"", ""Wine glasses"", ""Drying rack for clothing"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private patio or balcony"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Dryer"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",116955185,Elly,2017-02-18,"Antwerp, Flanders, Belgium",0.0
20877217,1.0,96.67,96.67,1.0,1125.0,https://www.airbnb.com/rooms/20877217,Trendy apartment in historic building,51.22001,4.39989,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Washer"", ""Luggage dropoff allowed"", ""Bed linens"", ""Dedicated workspace"", ""Pocket wifi"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker"", ""Hangers""]",129799001,Allie,2017-05-10,"Antwerp, Flanders, Belgium",216.0
20942852,0.0,97.33,97.33,2.0,1125.0,https://www.airbnb.com/rooms/20942852,"PM87 - Modern, stylish home",51.22461,4.41121,Entire rental unit,Entire home/apt,4,1.5 baths,1.0,2.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Stove"", ""Carbon monoxide alarm"", ""Single level home"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Nespresso machine"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""Conditioner"", ""Washer \u2013\u00a0In unit"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Outlet covers"", ""Long term stays allowed"", ""Room-darkening shades"", ""Portable fans"", ""First aid kit"", ""Paid parking on premises"", ""TV"", ""Heating"", ""Hot water"", ""Private entrance"", ""High chair"", ""Fire extinguisher"", ""Building staff"", ""Dishwasher"", ""Coffee maker"", ""Changing table"", ""Hangers"", ""Shower gel""]",150558275,Zeynep,2017-09-14,"Antwerp, Flanders, Belgium",296.0
42343860,0.0,59.0,59.0,3.0,1125.0,https://www.airbnb.com/rooms/42343860,Cozy and compact city home,51.22607,4.40481,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Lockbox"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""TV"", ""Heating"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Shower gel""]",150558275,Zeynep,2017-09-14,"Antwerp, Flanders, Belgium",2.0
20957741,1.0,52.0,52.0,1.0,1125.0,https://www.airbnb.com/rooms/20957741,Modern studio in centrum city of Antwerpen,51.21689,4.41996,Entire rental unit,Entire home/apt,2,1 bath,1.0554016620498614,1.0,"[""Refrigerator"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Lockbox"", ""Indoor fireplace"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Ethernet connection"", ""Hangers"", ""Cable TV"", ""TV with standard cable""]",120123723,Khasan,2017-03-10,"Antwerp, Flanders, Belgium",386.0
21102559,0.0,33.0,33.0,6.0,1125.0,https://www.airbnb.com/rooms/21102559,Modern Studio in Centre Of Antwerp. Great Place!,51.2193,4.43267,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Private entrance"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Host greets you"", ""First aid kit"", ""Carbon monoxide alarm"", ""Hangers"", ""Dedicated workspace"", ""Wifi"", ""TV"", ""Heating"", ""Essentials""]",90573434,Jef,2016-08-18,"Schoten, Flanders, Belgium",40.0
35366436,0.0,140.0,140.0,6.0,1125.0,https://www.airbnb.com/rooms/35366436,Duplex apartment. Beautiful view. kingsize bed!,51.23266,4.41182,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Bed linens"", ""Lake access"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""TV"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Coffee maker"", ""Hangers""]",90573434,Jef,2016-08-18,"Schoten, Flanders, Belgium",23.0
21160052,0.0,56.0,56.0,2.0,1125.0,https://www.airbnb.com/rooms/21160052,Spacious  new apartment in Antwerp City Center,51.22317,4.42874,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Washer"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Pocket wifi"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Ethernet connection"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Cable TV"", ""TV with standard cable""]",80779371,Gaetano,2016-06-29,"Antwerp, Flanders, Belgium",32.0
21168610,1.0,107.33,107.33,2.0,28.0,https://www.airbnb.com/rooms/21168610,Antwerp Eilandje 70 sqm Duplex,51.22683,4.40385,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Heating"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker"", ""Patio or balcony"", ""Hangers""]",90067494,Carine,2016-08-15,"Antwerp, Flanders, Belgium",105.0
21381692,1.0,65.0,65.0,2.0,1125.0,https://www.airbnb.com/rooms/21381692,Antwerp city,51.21152,4.39543,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Dishwasher"", ""Smoke alarm"", ""Hair dryer"", ""Coffee maker"", ""Host greets you"", ""Stove"", ""Hangers"", ""Oven"", ""Iron"", ""Cooking basics"", ""Wifi"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",41342647,Charlotte,2015-08-13,"Antwerp, Flanders, Belgium",23.0
21464203,0.0,40.0,40.0,1.0,1125.0,https://www.airbnb.com/rooms/21464203,Kamer Adriaan,51.26779,4.4586,Private room in residential home,Private room,3,1 shared bath,1.0,2.0,"[""Refrigerator"", ""Backyard"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Host greets you"", ""Carbon monoxide alarm"", ""Wifi"", ""Dishes and silverware"", ""Lockbox"", ""Children\u2019s books and toys"", ""Washer"", ""Luggage dropoff allowed"", ""Bed linens"", ""Pool"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Room-darkening shades"", ""First aid kit"", ""Extra pillows and blankets"", ""Crib"", ""Free parking on premises"", ""Heating"", ""Hot water"", ""High chair"", ""Fire extinguisher"", ""Coffee maker""]",132999406,Els,2017-06-01,"Antwerp, Flanders, Belgium",125.0
